sample,MgO,Al2O3,SiO2,S,Cl,K2O,V,Cr,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Rh,Pd,Cd,Sn,Sb,Ba,La,Ce,Hf,Ta,W,Hg,Tl,Pb,Bi,Th,U,section,Ti,Fe,Mn,Ca,P
TG02.41B,0.45040906108537543,0.22959054424474845,0.36669267998182375,0.0214,0.2185333333333333,0.029641011389274784,,0.0018231398096327052,,0.0010825808840789891,0.006267435855384583,0.00026420580455407847,,,0.00035,0.0003022646952014487,0.2772647075453963,0.0004974381223627988,,0.0006,,,,,,0.0028,,,,,,,,0.0023,0.0023,,0.00175,0.0012666666666666,TG02,,0.13232991701618438,0.019079849300851718,39.03986343579671,0.01987238668154202
TG02.42A,,0.30529137933900985,1.6031533414290084,0.0388,0.2204,0.04699049426869022,,0.0015198059163982858,,0.0010556129450282707,0.0009952667294110423,0.00018590139017016222,,,,,0.22405036340572274,,,,,,0.0011,,,,,,0.0226,,,,,,,,,,TG02,,0.21023784271397816,0.0247083121721381,38.56950127276506,0.020615469370772483
TG02.42B,,0.3558382040339162,1.5316564177604612,0.0229,0.1896333333333333,0.02913603683561204,,0.0011538793150360845,,0.001096064853604328,0.0022357771119930515,0.00014674918297816485,,,0.0003999999999999,0.00020716196483169368,0.22225898944458508,,,0.0005,,,0.0015,0.0018,0.0035,0.0041,,,,,,,0.0011,,0.0021,,,0.0016,TG02,,0.16329931972709982,0.023404878665103344,38.41646001074693,0.015722339964330426
TG02.43A,0.3023836989715167,0.46023530732111284,1.5616560511666724,0.0540333333333333,0.2234333333333333,0.053807650743138244,,0.0014475835608662743,,0.0009747091278761563,0.0014432288120100666,0.00038166242613007047,,,0.0003333333333333,7.63957105732716e-05,0.22538511263166824,,,0.0005499999999999,,,,,0.0055,,0.0073,0.0197,,,,0.00245,,,,,0.0013,,TG02,,0.1713841044693237,0.022071821669272376,38.63438829335571,0.01629717751637662
TG02.43B,0.3404399415272586,0.353728769617515,1.188885276007556,0.0204,0.2117,0.031985536102709336,,0.0011731386098446305,,0.000981451112638846,0.004268835794557943,,,,,0.000326040377793941,0.22710623663354557,,,0.0006,,,,0.0014,,,0.0073,,0.0224,,,,,,,,0.0015,,TG02,,0.18424626201377076,0.02239768004603109,39.3493484042389,0.015399870118060615
TG02.45A,0.4495431625061777,1.333501355062012,7.2213666255129,0.1871333333333333,0.2029666666666666,0.22250522127749497,,0.0014042501475470671,,0.0010084190516895441,0.0017188977859172144,0.0006035249335514406,,,,0.0007064512992730323,0.261247716834049,0.0003845361983121659,0.010092204769464154,,,,,,,0.003,0.0115,0.01815,,,,,,,,,,0.001,TG02,0.02336361521992005,0.3448060780101672,0.024441700772971822,36.130154842435005,0.015287706693271098
TG02.45B,0.668990725760866,1.0761503562610166,5.62389715971344,0.1338,0.1699,0.14307993790852908,,0.0019820289918031594,,0.0011230327926550464,0.0014087701902716087,0.0003164087474767676,,,0.0004,0.000326040377793941,0.23325310806882135,0.0003845361983121659,,0.0005,,,,,,0.0041,0.0983,,,,,,,,,,0.0019,,TG02,0.022349741878284184,0.2555727720329773,0.020116671408720282,36.51971754285614,0.016998198921311027
TG02.46A,0.4208530562487582,1.4858582408353207,7.295771002639318,0.174,0.1433333333333333,0.25835841458755493,,0.0010286938987806072,,0.00106909691455363,0.002924949546760766,0.0008645396481647299,,,0.0003,0.0008728810774201215,0.16388127329927993,0.0004347148312235457,0.004965560082807824,,,,,,,,0.0352,,,0.0003,,,,,,,0.0012,0.00115,TG02,0.026846049741191102,0.47219155000231444,0.04825898576515185,35.665497788205286,0.017278607483284775
TG02.47A,0.21358579967478525,1.3204069414205761,6.422301500174775,0.126,0.1767999999999999,0.23054874452512406,,0.01832354063684628,,0.0010556129450282707,0.0010641839728877515,0.0004469161047834514,0.0004,0.0006,0.0004,0.001063086538159703,0.18140863813472352,0.0004974381223627988,0.0065208343135912394,0.0005,,,,,,,0.0255,0.0182,,,,,0.0011,,0.0023,,,,TG02,0.024046877689283343,0.40170024501846163,0.03246966623675396,36.18002299226396,0.013422989756145634
TG02.47B,0.4407975868562802,2.025992853382231,9.548342595287187,0.1025333333333333,0.1785,0.34874885969319913,,,,0.0011162908078923566,0.0014432288120100666,0.0009689455340101082,,,,0.0012057406337143708,0.23184810888361548,0.0004848934641349256,0.012741931236724903,0.0005,,,,,0.0044,,0.1271,0.017,,,,,,,,,,,TG02,,0.4829823990590844,0.03220305483758776,35.63212633852652,0.01406792944868526
TG02.48A,,1.250716004380591,6.009002585905947,0.07,0.1701,0.22618432159703836,,,,0.0011365167621803852,0.003166159898929559,0.0008906411196261137,,,,0.0008253297122352796,0.32984680205172723,0.0004974381223627988,,0.0005,,,,,,,,,,,,,,,,,,0.0017,TG02,0.020895054040284865,0.3596727276394632,0.01591013599965369,36.190883319862806,0.022655441659131567
TG02.49A,0.29261347666956844,0.9299227704900824,3.3133527072086344,0.0754333333333333,0.1933333333333333,0.14423416545975828,,0.0013368426157171706,,0.0010151610364522135,0.04162198175897185,0.0009689455340101082,,,0.0004,0.0007540026644579455,0.29749669581236116,0.0003845361983121659,0.005656793074267119,0.0007,,,,,,,0.0149,,,,,,,,0.0019,,0.0015,,TG02,0.021357909261466468,0.40002983494775424,0.021094246538996327,37.61097425778971,0.024422015599566232
TG02.49B,,1.724303931187434,5.803850907825588,0.0287333333333333,0.1608333333333333,0.2527315552753121,,0.0015631393297174925,,0.0010623549297909605,0.002683739194592076,0.0007601337623194297,,,0.0003,0.0014434974596387942,0.2907526997233729,0.00042217017299571024,0.01769576767551641,0.0009,,,0.0011,0.0021,,,,,,,,,,,0.0019,,,,TG02,0.04447862959572832,0.785126172648641,0.03685394257859801,36.50188048581877,0.01847735408572259
TG02.50A,0.47422127201331427,0.8077347769362532,4.020700891648476,0.0734333333333333,0.1926,0.12969811223646438,,0.001327212968312912,,0.0010623549297909605,0.0013743115685332537,0.0007862352337807352,,0.0006,0.0003666666666666,0.000326040377793941,0.25685709438028054,0.0003845361983121659,0.0044471353392133515,0.0005,,,,,0.00385,,0.0077333333333333,0.0207,0.0239,,,,0.0012,,,,,0.0011,TG02,,0.1906606366852872,0.01727281648428088,37.43531876931574,0.02090288814679557
TG02.50B,0.29004464421794846,0.7334667652191699,3.1460860287308337,0.0401333333333333,0.2457,0.11454887562657991,,0.0015920282719302974,,0.0010623549297909605,0.001167559838102919,0.00023810433309277309,,,0.0006,0.0003022646952014487,0.2836574538380831,0.00042217017299571024,0.005138368330672648,,,,,,,0.00355,0.0088,,,,,,,,,,0.00135,,TG02,0.015803646607287253,0.16657332346568637,0.015525030645302461,38.15814918089557,0.02038413230714414
TG02.51A,0.3684084656353466,0.9511365166021962,5.259408221676743,0.1217,0.2025,0.1210053359912688,,0.001375361205334263,,0.0011769686707564426,0.001202018459841377,0.0008906411196261137,,,0.0006,0.0003973674255712751,0.28274420436769926,,0.004792751834943,,,,,,,,,,,,,,,,,,,,TG02,0.015208547037196622,0.20853402444185656,0.016443358797986078,37.31420549571327,0.022781625512019753
TG02.51B,0.3740656696861053,0.9167487555499135,4.889544899975498,0.0797333333333333,0.2161666666666667,0.11321430002047107,,0.0017798063963135272,,0.0010016770669268745,0.007059984155367465,0.00022505359736215948,,,0.0006,0.0003973674255712751,0.2946866974419494,,0.005829601322131945,0.0006,,,0.0012,,,,0.0108,0.0259,,,,0.0045,,,0.0018,,0.0017,0.0012,TG02,0.015274669211651135,0.18244221913740674,0.018220768125760706,37.49986210865327,0.01917837549065697
TG02.52A,0.22311068404596074,0.5703637041170232,2.423319530499255,0.0604,0.2071,0.08280761796777429,,0.0012309164942702396,,0.0010556129450282707,0.0560946028890953,,,,,0.00025471333001660687,0.3138298113403799,,0.005138368330672648,0.0006,,,,,,,,,,,,,,,,,0.0016,0.0012,TG02,,0.1870859591339734,0.019642695587980413,38.340609558181484,0.013738449388366112
TG02.53A,0.6691783371196922,0.5955177145163782,2.966308489919164,0.0885,0.2187333333333333,0.08865089494587262,,0.001596843095632412,,0.0010353869907402625,0.002752656438068889,0.000420814633322146,,0.0006,0.00045,0.00039736742557120385,0.2483568493097848,,,0.0005,,,,,,,0.009,,,,,,,,,,,0.0011,TG02,0.01593589095619628,0.161094378433766,0.017035828573910897,37.89007780345535,0.015820482961021252
TG02.54A,0.5468528448364232,1.7515474756785083,7.447927733601217,0.0453,0.1716833333333333,0.2342639144556434,,0.0012164720231638375,,0.0010893228688416585,0.000960808107672584,0.0005513219906287516,,0.0005,0.0004,0.0008609932361238753,0.342649857126916,0.00045980414767925453,0.00790330029650983,0.0006,,,,0.0018,,,0.0069999999999999,0.018,0.0211,,,,,,,,0.0014,0.00105,TG02,0.024697079071419385,0.3372057121884485,0.017465369161456492,36.189216465785144,0.01808127699193466
TG02.55A,0.34697747580020183,1.8757454020253237,9.44327779987777,0.251,0.1361,0.29792677782813415,,0.0017942508674199296,,0.0011230327926550464,0.001512146055486776,0.0006818293479354351,,,0.0004,0.001063086538159703,0.24934034873942898,0.0005601614135020143,0.009516177276581292,,,,,0.0015,,,0.0215999999999999,,,,,,0.0011,,,,,0.0009,TG02,0.031805212825279754,0.39451748171441975,0.02355299610908459,35.38388536939181,0.020524336588131003
TG02.56A,0.43903692641191144,1.21995010242062,6.05367164357687,0.1633333333333333,0.2034333333333333,0.21475025491767316,,0.0013368426157171706,,0.0010084190516895441,0.0021324012467778845,0.00039471316186076225,,,0.00035,0.0005875728863107851,0.29394907286971633,,0.010322615766617369,0.0005666666666666,,,,0.0013,,,0.0075,0.0191,,,,,,,0.0018,,0.0012499999999999,0.001,TG02,0.019881180698648932,0.2731120777754051,0.017983780215390727,36.716921845901275,0.020264958668305282
TG02.57A,0.6672300653164973,1.2523876316539655,5.416542865377117,0.157,0.1456,0.1893933184016046,,0.0009709160143549981,,0.0010758388993162993,0.0024425288424233865,0.0007340322908581244,,,,0.0004686944733486091,0.28190120485657577,,,,,,,,,,,0.0203,,,,,,,,,,,TG02,0.016332624002923367,0.27398069101217304,0.019109472789648023,36.71702495027721,0.024905720368970957
TG02.57B,0.5337662309761475,1.2009651926730058,5.821692099498884,0.1458,0.1982333333333333,0.18885227423696574,,0.0012020275520574352,,0.0010825808840789891,0.0018567322728707367,0.0005252205191674461,,,0.0004,0.0007064512992730323,0.25594384490989663,0.00042217017299571024,0.007788094797933052,0.0009,,,0.001,,,0.0044,,,,,,,,,,,0.0012,,TG02,0.02076280969137577,0.2598824300154024,0.019583448610387893,37.15418750425664,0.018070761670860643
TG02.58A,0.5378070910124038,1.134338905634208,4.633733048007997,0.1854,0.2181666666666667,0.18665202796743488,,0.0012453609653766131,,0.0011297747774177158,0.0037519564684821054,0.0004991190477061406,0.0006,,,0.0006826756166805401,0.25288797168207383,,0.008940149783698777,,,,0.0011,,,,0.0081,,,,,0.0023,,,,,0.00115,,TG02,0.017831393290558984,0.2918206705673282,0.02038328280788648,37.14442695666779,0.018463333657623895
TG02.59A,0.4590680468773532,1.5828922239897947,7.11958973546011,0.0319727272727272,0.1916636363636363,0.23727080838881745,,0.001960362285143556,,0.001096064853604328,0.0013053943250565445,0.0005539321377749369,,,0.0003,0.0008966567600125424,0.2808187168479739,0.0005037104514766978,0.008853745659766364,0.0005333333333333,,,0.00145,0.0014,0.0056,0.0034999999999999,0.0094799999999999,0.0174,0.025,,,0.00245,,,0.0019,,0.0013666666666666,0.0010833333333333,TG02,0.02191333552688439,0.3779409395945633,0.022599658378732724,36.67352427675623,0.017564114382748953
TG02.5A,0.9021267023883726,1.770830890296368,9.17551675472167,0.20005,0.1357666666666666,0.2782057180270525,,0.001375361205334263,,0.0010202175250242206,0.001512146055486776,0.0004012385297261474,,,0.0005,0.0012889555227879514,0.1815579192981517,0.0004848934641349256,0.010668232262347015,0.0007,,,,0.002,0.005,,0.025175,,0.0195,,,,,0.0013,,,,,TG02,0.035689890574482484,0.48866179329948967,0.03657251943503376,35.17063974385691,0.015841513603169283
TG02.5B,0.462069828618572,0.4532701936820508,4.513646409732914,0.0846333333333333,0.0976666666666666,0.085080003459257,,0.002155362645079987,,0.001126403785036371,0.000960808107672584,0.00018590139017016222,,,0.0003999999999999,0.0004686944733486091,0.2933519482160039,0.00042217017299571024,,,,,,,0.004,0.0036,,,,,,,,,,,,0.0012,TG02,,0.16253093109457445,0.016561852753171024,35.57067613046714,0.01274299899335926
TG02.60A,0.5566259534669689,1.2079551817179215,5.065434821095394,0.0920125,0.2028125,0.17711161586430532,,0.0016931395696751133,,0.001025274013596248,0.004367904332055881,0.00026420580455407847,,,0.0003,0.0006113485689032773,0.35684913014240316,0.0003845361983121659,0.010668232262347015,0.0005499999999999,,,,,,,0.009,0.0179,,0.0003,,,,,,,0.0014166666666666,0.0013,TG02,0.021115461288466558,0.37663574190749705,0.017376498695067757,36.83259206765732,0.018714825086644116
TG02.62A,0.16076598634372125,0.003801460391044464,22.5926765863491,0.0527999999999999,0.0996666666666666,0.043022837061339456,,0.0013175833209086534,,0.0011162908078923566,0.001202018459841377,0.00023810433309277309,,0.0006,,0.00013583491705435958,0.2131264947407468,,0.003928710595618879,0.0007,,,,,,,,,,,,,,,0.0019,,0.0012,0.0009,TG02,,0.21174121177761485,0.017539427883447072,33.28777340656118,0.010969414838875258
TG02.63A,,0.6627808119450332,1.960241488845671,0.2579,0.2797,0.11169937635948261,,0.009868710215898817,,0.0010353869907402421,0.0018222736511323816,0.0004991190477061406,,,0.0005,0.0004686944733486091,0.27842383187319114,,,,,,,,,,,,,,,,,,,,0.0023,,TG02,0.016927723573014,0.2714750759061119,0.01715432252909593,37.470924147139854,0.01767117947004804
TG02.65A,0.7035978056428036,0.7598147950995072,1.9427967680984461,0.0752666666666666,0.2903333333333333,0.12262846848518498,,0.0013175833209086534,,0.0010016770669268745,0.006232977233646125,0.0006296264050127461,,,0.00035,0.0003498160603863619,0.24238560277265978,0.00042217017299571024,,,,,,,,0.0032,,,0.0269,,,,,,,,0.0016,0.0011,TG02,0.02049832099355778,0.21187484458327138,0.018753990924093095,38.06109359501209,0.021835246615358326
TG02.66A,0.6318148134273085,0.37936038780926273,1.8159260717549985,0.085,0.3587333333333333,0.07047181101401119,,,,0.000994935082164185,0.11867145996600997,0.00036861169039945687,,,,0.00020716196483169368,0.3170964344459836,,0.014470013715373145,0.0006,,,0.0012,,,,0.0116,,,,,,,,,,,0.0013,TG02,,0.11726281817840357,0.019524201632795377,38.227400953400966,0.019900427537739407
TG02.67A,0.2800002206992543,0.5668413466481262,2.001210151206576,0.06555,0.2800749999999999,0.10599136042254396,,0.0017509174541007226,,0.0010101045478802064,0.026761701134291528,0.0003164087474767676,,,0.000475,0.0002903768539052739,0.27405077190923777,0.00042217017299571024,,0.0006,,,0.0012499999999999,0.0016,,,0.0104,0.0282,,,,0.0047,,,,,,,TG02,0.02717666061346374,0.1552395911359366,0.018354073825343806,38.47621758863466,0.018128595936767737
TG02.68A,0.5358155242802487,0.5091503053920107,1.1006925211188117,0.0902333333333333,0.1944,0.08031881481043614,,0.0013175833209086534,,0.0010016770669268745,0.003717497846743751,0.0005774234620901351,0.0004,,,0.0002309376474241146,0.2790912064861639,0.0005350720970463432,,,,,0.0016,0.0013,,,,,,,,,,,0.0023,,,,TG02,0.015340791386105652,0.16994755180851528,0.019109472789648023,38.2641404793604,0.023019972789697436
TG02.69A,,0.3394403364950963,2.528384325908673,0.0781,0.241,0.04688228543576249,,0.0023286962983568144,,0.0008938053107240419,0.002752656438068889,0.0006557278764741296,,,0.0004,,0.3500787903186922,,,0.0007,,,,0.0016,,,,,,,,,,,,,,,TG02,,0.14859971110487466,0.013599503873546673,38.16883766786786,0.023181207712832354
TG02.6A,0.7026453172056861,0.8443911750024019,8.08082748858952,0.134,0.1976,0.08345687096534078,,,,0.0011769686707564426,0.0015121460554868794,0.0003425102189381514,,,,0.00025471333001660687,0.317412559262655,,0.005829601322131945,,,,,,,,,,,,,,,,0.0021,,,0.0011,TG02,,0.2919208951715706,0.022842032377974743,36.776309966441865,0.02229792074261503
TG02.7A,0.3993210449127071,0.6040350534807167,2.9810219665089934,0.0698,0.18725,0.11380944860157367,,0.0018086953385263319,,0.001126403785036371,0.001408770190271712,0.0003033580117461541,,,,0.0002903768539052739,0.2752098962370326,,,,,,,,,,,,,,,,,,,,0.0011,0.0012,TG02,0.018051800538740746,0.17641203878215303,0.01839850905853817,37.50221632523721,0.016514494151906298
TG02.8A,0.4196696615238546,0.3693266441040769,1.9783866415622908,0.05017,0.20728,0.03981624864558063,,0.0015321868916323327,,0.001053590349599468,0.0010779674215831761,0.00029030727601546223,,,0.0005,0.00021191710135013504,0.3091617015475333,0.0004974381223627988,,0.0006428571428571,,,0.0011,0.0029,0.0037,0.006,0.0076,,,,,0.0026,,0.0017,0.0019,,0.0014333333333333,0.001,TG02,,0.1553949392725124,0.024335056213305346,38.05397939307233,0.02153871456107108
TG02.9A,0.5669157149164354,0.37052464364999527,1.809890903213661,0.0811666666666666,0.2089666666666666,0.047567608044304835,,0.0012453609653766131,,0.0010084190516895441,0.0014087701902716087,0.00038166242613014875,,,0.0003999999999999,4.0732186684604545e-05,0.1934565061478641,,0.004101518843483703,,,,,,,,,,,,,,,,,,0.0012,0.001,TG02,,0.10600425430183555,0.018220768125760706,38.28111833326495,0.016570575864301034
